 ,,Composition (at%),,,,,,,,,,,,,,Processing,,20 C=RT,,,,,,,,,,Phases,,,,,,,,,,,Properties,,,,,,,,,,,,,,,
Growth kinetics of σ-phase precipitates and underlying diffusion processes in CrMnFeCoNi high-entropy alloys,Cr–Mn–Fe–Co–Ni HEA aged at 900 °C,20,14,20,20,26,0,0,0,0,0,0,0,0,0,0,,,0,,,"Solution annealed and recrystallized for 15 min at 1080 °C, followed by air cooling",1080,15,1,900,up to 1000 h,FCC,82,σ phase,Spherical in grain interiors and allotriomorphic at grain boundaries,18,,,,,,,,,,,,,,,,,,,,,,
Growth kinetics of σ-phase precipitates and underlying diffusion processes in CrMnFeCoNi high-entropy alloys,Cr–Mn–Fe–Co–Ni HEA aged at 1000 °C,20,14,20,20,26,0,0,0,0,0,0,0,0,0,0,,,0,,,"Solution annealed and recrystallized for 15 min at 1080 °C, followed by air cooling",1080,15,1,1000,up to 1000 h,FCC,92,σ phase,Spherical in grain interiors and allotriomorphic at grain boundaries; sizes not precisely quantified,8,,,,,,,,,,,,,,,,,,,,,,
Infuence of ordered L12 precipitation on strain-rate dependent mechanical behavior in a eutectic high entropy alloy,Al0.7CoCrFeNi_CR-H,21.25,21.25,21.25,0,21.25,15,0,0,0,0,0,0,0,0,1,1150 °C,1 hr,1,20 °C (room temperature),30%,1,1100 °C,5 min,0,,,FCC,70,B2 (with bcc nano‐precipitates) code 7,,30,,,,,,,1090,1080,770,,,17,,,,,,,,,,
Infuence of ordered L12 precipitation on strain-rate dependent mechanical behavior in a eutectic high entropy alloy,Al0.7CoCrFeNi_CR-H-580,21.25,21.25,21.25,0,21.25,15,0,0,0,0,0,0,0,0,1,1150 °C,1 hr,1,20 °C (room temperature),30%,1,1100 °C,5 min,1,580 °C,24 hr,FCC (with L12 precipitates),,L12,3–5 nm,6.65,B2 (with bcc nano‐precipitates),,,,,,1370,1440,1080,,,15,,,,,,,,,,
Microstructure Characterization of AlxCoCrCuFeNi High-Entropy Alloy System with Multiprincipal Elements,Al0.0CoCrCuFeNi,20.8,20.5,20.9,0,21.4,0,0,16.5,0,0,0,0,0,0,0,,,0,,,0,,,0,,,Disordered face‑centered cubic (fcc) (Code 1),approximately 90–95%,"Ordered fcc nanoprecipitates (L12 structure, Code 1)",Approximately 5–10 nm,minor (trace amount),,,,,,,,,,,,,,,,,,,,,,
Microstructure Characterization of AlxCoCrCuFeNi High-Entropy Alloy System with Multiprincipal Elements,Al0.5CoCrCuFeNi,18,19,17.7,0,18.2,9.4,0,17.7,0,0,0,0,0,0,0,,,0,,,0,,,0,,,Disordered face‑centered cubic (fcc) (Code 1),nearly 100%,Ordered fcc phase with L12 ordering (Code 1),Approximately 5 to 10 nm,minor (not quantified),,,,,,,,,,,,,,,,,,,,,,
Microstructure Characterization of AlxCoCrCuFeNi High-Entropy Alloy System with Multiprincipal Elements,Al1.0CoCrCuFeNi,16.8,16.8,17,0,17.2,16.7,0,15.6,0,0,0,0,0,0,0,,,0,,,0,,,0,,,"Ordered bcc plates (B2‑type, Code 4)",approximately 80%,"Disordered bcc interplates (A2‑type, Code 7)",approximately 70 nm thick,minor,"FCC (Cu‑rich interdendritic phase, Code 8)",around 1000 nm,minor,,,,,,,,,,,,,,,,,,,
Microstructure Characterization of AlxCoCrCuFeNi High-Entropy Alloy System with Multiprincipal Elements,Al1.5CoCrCuFeNi,15.6,15.3,15.5,0,15.6,24.3,0,13.7,0,0,0,0,0,0,0,,,0,,,0,,,0,,,"Ordered bcc solid solution (B2‑type, Code 4)",approximately 75–80%,Disordered bcc Widmanstätten precipitates (Code 7),approximately 30 nm in width,minor (estimated ~10%),"FCC (Cu‑rich interdendritic phase, Code 8)",,minor (estimated ~10%),Disordered bcc spherical precipitates (Code 7),5 to 15 nm,minor,,,,,,,,,,,,,,,,
Microstructure Characterization of AlxCoCrCuFeNi High-Entropy Alloy System with Multiprincipal Elements,Al2.0CoCrCuFeNi,15.5,14.8,13.8,0,13.9,28.5,0,13.5,0,0,0,0,0,0,0,,,0,,,0,,,0,,,"Ordered bcc solid solution (B2‑type, Code 4)",approximately 70–80%,Disordered bcc precipitates from spinodal decomposition (Code 7),approximately 15 nm,minor,"FCC (Cu‑rich interdendritic phase, Code 8)",,minor,,,,,,,,,,,,,,,,,,,
Microstructure Characterization of AlxCoCrCuFeNi High-Entropy Alloy System with Multiprincipal Elements,Al2.5CoCrCuFeNi,14.1,13.4,13,0,11.8,36.3,0,11.3,0,0,0,0,0,0,0,,,0,,,0,,,0,,,Body‑centered cubic (bcc) (Code 2),approximately 90%,"FCC (Cu‑rich phase exhibiting spherical precipitates, Code 8)",Approximately 5–15 nm,approximately 10%,,,,,,,,,,,,,,,,,,,,,,
Microstructure Characterization of AlxCoCrCuFeNi High-Entropy Alloy System with Multiprincipal Elements,Al3.0CoCrCuFeNi,13.5,12.1,12.6,0,11.2,38.9,0,11.7,0,0,0,0,0,0,0,,,0,,,0,,,0,,,"Strongly ordered bcc phase (B2‑type, Code 4)",approximately 80%,"FCC (Cu‑rich phase, Code 8)",approximately 7–50 nm,minor (<10%),"Disordered bcc precipitates from spinodal decomposition (spherical, Code 7)",approximately 30 nm,minor,,,,,,,,,,,,,,,,,,,
Nano-precipitates in severely deformed and low-temperature aged CoCrFeMnNi high-entropy alloy studied by synchrotorn small-angle x-ray scattering,CoCrFeMnNi HEA as cold-rolled,19.98,19.54,20.22,19.79,20.46,0,0,0,0,0,0,0,0,0,Yes (1),1200,24,Cold Rolling: Yes (1),20,85,0,,,0,,,Face‑Centered Cubic (FCC),100%,,1.2,,,,,,,,1192,,372.4,,,4.7,,,,,,,,,,
Nano-precipitates in severely deformed and low-temperature aged CoCrFeMnNi high-entropy alloy studied by synchrotorn small-angle x-ray scattering,CoCrFeMnNi HEA aged at 500 °C (60 min),19.98,19.54,20.22,19.79,20.46,0,0,0,0,0,0,0,0,0,Yes (1),1200,24,Cold Rolling: Yes (1),20,85,0,,,1,500,60 min,FCC (code 1),majority,,2.0–2.5 nm,,BCC (code 7),Approximately 50 nm,,,,,1219,,468.3,,,4.38,,,,,,,,,,
Nano-precipitates in severely deformed and low-temperature aged CoCrFeMnNi high-entropy alloy studied by synchrotorn small-angle x-ray scattering,CoCrFeMnNi HEA aged at 500 °C (300 min),19.98,19.54,20.22,19.79,20.46,0,0,0,0,0,0,0,0,0,Yes (1),1200,24,Cold Rolling: Yes (1),20,85,0,,,1,500,300 min,FCC (code 1),majority,,2.0–2.5 nm (saturated),,,,,,,,1094,,489.9,,,3.16,,,,,,,,,,
Nano-precipitates in severely deformed and low-temperature aged CoCrFeMnNi high-entropy alloy studied by synchrotorn small-angle x-ray scattering,CoCrFeMnNi HEA aged at 350 °C,19.98,19.54,20.22,19.79,20.46,0,0,0,0,0,0,0,0,0,Yes (1),1200,24,Cold Rolling: Yes (1),20,85,0,,,1,350,Representative 60 min (little precipitation growth),Face‑Centered Cubic (FCC),majority,,,,,,,,,,,,,,,,,,,,,,,,,
Nano-precipitates in severely deformed and low-temperature aged CoCrFeMnNi high-entropy alloy studied by synchrotorn small-angle x-ray scattering,CoCrFeMnNi HEA aged at 400 °C,19.98,19.54,20.22,19.79,20.46,0,0,0,0,0,0,0,0,0,Yes (1),1200,24,Cold Rolling: Yes (1),20,85,0,,,1,400,Representative 60 min,Face‑Centered Cubic (FCC) [Code = 1],majority,,,,,,,,,,,,,,,,,,,,,,,,,
Nanoparticles-strengthened high-entropy alloys for cryogenic applications showing an exceptional strength-ductility synergy,CoCrFeMnNi HEA aged at 800 °C,13,30,30,0,15,6,6,0,0,0,0,0,0,0,1,1150,2,1,20,65,1,1150,2,1,800,4,1,62.7,1,29 ± 5,37.3,,,,,,,1310,,925,,,43,,,1700,51,,,,,,
On the high temperature coarsening kinetics of y' precipitates in a high strength Co37.6Ni35.4Al9.9Mo4.9Cr5.9Ta2.8Ti3.5 fcc-based high entropy alloy,HEACoNi_Aged_0h,0,35.4,37.6,0,5.9,9.9,3.5,0,0,0,0,0,4.9,2.8,1,1250,25,0,,,0,,,0,,,1,,1,Bimodal distribution: spheroidal precipitates of 28 ± 7 nm and finer irregular-shaped precipitates,,,,,,,,,,,,330 ± 8 HV,,,,,,,,,,,
On the high temperature coarsening kinetics of y' precipitates in a high strength Co37.6Ni35.4Al9.9Mo4.9Cr5.9Ta2.8Ti3.5 fcc-based high entropy alloy,HEACoNi_Aged_25h,0,35.4,37.6,0,5.9,9.9,3.5,0,0,0,0,0,4.9,2.8,1,1250,25,0,,,0,,,1,900,25,1,,1,Bimodal distribution: spheroidal precipitates of 28 ± 7 nm and finer irregular-shaped precipitates,76 ± 2%,,,,,,,,,,,,,,,,,,,,,,
On the high temperature coarsening kinetics of y' precipitates in a high strength Co37.6Ni35.4Al9.9Mo4.9Cr5.9Ta2.8Ti3.5 fcc-based high entropy alloy,HEACoNi_Aged_50h,0,35.4,37.6,0,5.9,9.9,3.5,0,0,0,0,0,4.9,2.8,1,1250,25,0,,,0,,,1,900,50,1,,1,Bimodal distribution: spheroidal precipitates of 28 ± 7 nm and finer irregular-shaped precipitates,76 ± 2%,,,,,,,,,,770,380 ± 5 HV,,,"670°C, 770°C, 970°C","674 MPa, 772 MPa, 465 MPa",,,,,,,
On the high temperature coarsening kinetics of y' precipitates in a high strength Co37.6Ni35.4Al9.9Mo4.9Cr5.9Ta2.8Ti3.5 fcc-based high entropy alloy,HEACoNi_Aged_100h,0,35.4,37.6,0,5.9,9.9,3.5,0,0,0,0,0,4.9,2.8,1,1250,25,0,,,0,,,1,900,100,1,,1,Bimodal distribution: spheroidal precipitates of 28 ± 7 nm and finer irregular-shaped precipitates,76 ± 2%,,,,,,,,,,,380 ± 5 HV,,,,,,,,,,,
On the high temperature coarsening kinetics of y' precipitates in a high strength Co37.6Ni35.4Al9.9Mo4.9Cr5.9Ta2.8Ti3.5 fcc-based high entropy alloy,HEACoNi_LT_900,0,35.4,37.6,0,5.9,9.9,3.5,0,0,0,0,0,4.9,2.8,1,1250,25,0,,,0,,,1,900,1000,1,,1,Bimodal distribution: spheroidal precipitates of 28 ± 7 nm and finer irregular-shaped precipitates,76 ± 2%,,,,,,,,,,,,,,,,,,,,,,
On the high temperature coarsening kinetics of y' precipitates in a high strength Co37.6Ni35.4Al9.9Mo4.9Cr5.9Ta2.8Ti3.5 fcc-based high entropy alloy,HEACoNi_LT_950,0,35.4,37.6,0,5.9,9.9,3.5,0,0,0,0,0,4.9,2.8,1,1250,25,0,,,0,,,1,950,1000,1,,1,Bimodal distribution: spheroidal precipitates of 28 ± 7 nm and finer irregular-shaped precipitates,73 ± 1%,,,,,,,,,,,,,,,,,,,,,,
On the high temperature coarsening kinetics of y' precipitates in a high strength Co37.6Ni35.4Al9.9Mo4.9Cr5.9Ta2.8Ti3.5 fcc-based high entropy alloy,HEACoNi_LT_1000,0,35.4,37.6,0,5.9,9.9,3.5,0,0,0,0,0,4.9,2.8,1,1250,25,0,,,0,,,1,1000,500,1,,1,Bimodal distribution: spheroidal precipitates of 28 ± 7 nm and finer irregular-shaped precipitates,67 ± 1%,,,,,,,,,,,,,,,,,,,,,,
Precipitation behavior of AlxCoCrFeNi high entropy alloys under ion irradiation,Al0.1CoCrFeNi_Virgin,24.4,24.4,24.4,0,24.4,2.4,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,Face‐centered cubic (FCC) → code 1,100,,,,,,,,,,,,,,,,,,,,,,,,,
Precipitation behavior of AlxCoCrFeNi high entropy alloys under ion irradiation,Al0.1CoCrFeNi_AsIrradiated,24.4,24.4,24.4,0,24.4,2.4,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,Face‑centered cubic (FCC) → code 1,100,,,,,,,,,,,,,,,,,,,,,,,,,
Precipitation behavior of AlxCoCrFeNi high entropy alloys under ion irradiation,Al0.75CoCrFeNi_Virgin,21.1,21.1,21.1,0,21.1,15.8,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,FCC,,B2,,,,,,,,,,,,,,,,,,,,,,,,
Precipitation behavior of AlxCoCrFeNi high entropy alloys under ion irradiation,Al0.75CoCrFeNi_AsIrradiated,21.1,21.1,21.1,0,21.1,15.8,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,FCC,,B2,,,,,,,,,,,,,,,,,,,,,,,,
Precipitation behavior of AlxCoCrFeNi high entropy alloys under ion irradiation,Al1.5CoCrFeNi_Virgin,18.2,18.2,18.2,0,18.2,27.3,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,B2 (ordered bcc) [Classification: B2 → code 4],,A2 (disordered bcc; considered as BCC) [Classification: BCC → code 7],~80 nm (average spherical precipitate diameter),Minor phase (not specified),,,,,,,,,,,,,,,,,,,,,,
Precipitation behavior of AlxCoCrFeNi high entropy alloys under ion irradiation,Al1.5CoCrFeNi_AsIrradiated,18.2,18.2,18.2,0,18.2,27.3,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,B2 (ordered bcc) [Classification: B2 → code 4],,A2 (disordered bcc) [Classification: BCC → code 7] (grown under irradiation),"~80 nm (average, with distinct growth observed)",,,,,,,,,,,,,,,,,,,,,,,
Precipitation-hardened high entropy alloys with excellent tensile properties,Ni48.7Co17.5Cr10Fe9.3Al7.5Ti7,9.3,48.7,17.5,0,10,7.5,7,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,Face‐centered cubic (fcc),,γ′ phase with spherical particles,70,55,γ′ phase with shapes having spheres and cube,122,50,Eutectic γ+γ′ phase,,,1044,,859,,,14.7,,,,,,,,,,
Precipitation-hardened high entropy alloys with excellent tensile properties,Ni47.7Co17.5Cr10Fe9.3Al7.5Ti7Mo1,9.3,47.7,17.5,0,10,7.5,7,0,0,0,0,0,1,0,0,,,0,,,0,,,0,,,Face‐centered cubic (fcc),,"Nano γ′ particles with Ni₃(Al,Ti) crystal structure (L1₂ ordering, classification 1) with spherical particles",62,55,Nano γ′ particles with L1₂ structure (classification 1) with shapes having spheres and cub,127,50,"Eutectic γ + γ′ phase (does not fall into a single conventional discrete classification; marked as 'None', classification 0)",,,1064,,899,,,14.3,,,,,,,,,,
Ripening of L12 nanoparticles and their effects on mechanical properties of Ni28Co28Fe21Cr15Al4Ti4 high-entropy alloys,Ni28Co28Fe21Cr15Al4Ti4 Alloy - Aged for 0 h,21,28,28,0,15,4,4,0,0,0,0,0,0,0,Performed with water quenching,1150,2,Cold‐rolled to 70% thickness reduction,20,70,Recrystallized with water quenching,1150,5,0,,,Face-centered cubic (FCC),100,L12,,,,,,,,,552,,289,,,,,,,,,,,,,
Ripening of L12 nanoparticles and their effects on mechanical properties of Ni28Co28Fe21Cr15Al4Ti4 high-entropy alloys,Ni28Co28Fe21Cr15Al4Ti4 Alloy - Aged for 4 h,21,28,28,0,15,4,4,0,0,0,0,0,0,0,Performed with water quenching,1150,2,Cold‐rolled to 70% thickness reduction,20,70,Recrystallized with water quenching,1150,5,1,800,4,Face‐Centered Cubic (FCC) (Classification code: 1),74.7,L12 nanoparticles (Classification code: 1),15.7 nm (±0.4 nm),25.3% (±1.7%),,,,,,,,,634,,,,,,,,,,,,,
Ripening of L12 nanoparticles and their effects on mechanical properties of Ni28Co28Fe21Cr15Al4Ti4 high-entropy alloys,Ni28Co28Fe21Cr15Al4Ti4 Alloy - Aged for 12 h,21,28,28,0,15,4,4,0,0,0,0,0,0,0,Performed with water quenching,1150,2,Cold‐rolled to 70% thickness reduction,20,70,Recrystallized with water quenching,1150,5,1,800,12,Face-centered cubic (FCC; classification = 1),72.2,L12 (classification = 1 as defined for precipitate phases),26.1,27.8,,,,,,,,,703,,,,,,,,,,,,,
Ripening of L12 nanoparticles and their effects on mechanical properties of Ni28Co28Fe21Cr15Al4Ti4 high-entropy alloys,Ni28Co28Fe21Cr15Al4Ti4 Alloy - Aged for 24 h,21,28,28,0,15,4,4,0,0,0,0,0,0,0,Performed with water quenching,1150,2,Cold‐rolled to 70% thickness reduction,20,70,Recrystallized with water quenching,1150,5,1,800,24,Face‐Centered Cubic (FCC) (Classification code: 1),67.2,L12 (Classification code: 1 [for L12]),29.8,32.8,,,,,,,1031,,855,,,,,,,,,,,,,
Ripening of L12 nanoparticles and their effects on mechanical properties of Ni28Co28Fe21Cr15Al4Ti4 high-entropy alloys,Ni28Co28Fe21Cr15Al4Ti4 Alloy - Aged for 48 h,21,28,28,0,15,4,4,0,0,0,0,0,0,0,Performed with water quenching,1150,2,Cold‐rolled to 70% thickness reduction,20,70,Recrystallized with water quenching,1150,5,1,800,48,Face‐centered cubic (FCC) → Code 1,68.1,L12 → Code 1,32.3,31.9,,,,,,,,,,,,,,,,,,,,,,
Ripening of L12 nanoparticles and their effects on mechanical properties of Ni28Co28Fe21Cr15Al4Ti4 high-entropy alloys,Ni28Co28Fe21Cr15Al4Ti4 Alloy - Aged for 96 h,21,28,28,0,15,4,4,0,0,0,0,0,0,0,Performed with water quenching,1150,2,Cold‐rolled to 70% thickness reduction,20,70,Recrystallized with water quenching,1150,5,1,800,96,"1 (face‐centered cubic, FCC)",68.8,1 (L12),51.3,31.2,,,,,,,,,,,,,,,,,,,,,,
Ripening of L12 nanoparticles and their effects on mechanical properties of Ni28Co28Fe21Cr15Al4Ti4 high-entropy alloys,Ni28Co28Fe21Cr15Al4Ti4 Alloy - Aged for 240 h,21,28,28,0,15,4,4,0,0,0,0,0,0,0,Performed with water quenching,1150,2,Cold‐rolled to 70% thickness reduction,20,70,Recrystallized with water quenching,1150,5,1,800,240,"1 (face‐centered cubic, FCC)",70.5,1 (L12),65.5,29.5,,,,,,,,,,,,,,,,,,,,,,
Ripening of L12 nanoparticles and their effects on mechanical properties of Ni28Co28Fe21Cr15Al4Ti4 high-entropy alloys,Ni28Co28Fe21Cr15Al4Ti4 Alloy - Aged for 500 h,21,28,28,0,15,4,4,0,0,0,0,0,0,0,Performed with water quenching,1150,2,Cold‐rolled to 70% thickness reduction,20,70,Recrystallized with water quenching,1150,5,1,800,500,Face‐centered cubic (FCC; classified as 1),69.7,L12 (classified as 1),79.9,30.3,,,,,,,,,,,,,,,,,,,,,,
Stability of ordered L12 and B2 precipitates in face centered cubic based high entropy alloys - Al0.3CoFeCrNi and Al0.3CuFeCrNi2,S1 - Al0.3CuCrFeNi2 no aged,18.9,37.7,0,0,18.9,5.7,0,18.9,0,0,0,0,0,0,Solutionizing with water quench,1200,0.5,Cold Rolling,20,20,0,,,0,,,Face‑centered cubic (fcc) [Classification: 1],100%,,,,,,,,,,,,,,171 ± 05,,,,,,,,,,,
Stability of ordered L12 and B2 precipitates in face centered cubic based high entropy alloys - Al0.3CoFeCrNi and Al0.3CuFeCrNi2,S1 - Al0.3CuCrFeNi2 aged at 550°C,18.9,37.7,0,0,18.9,5.7,0,18.9,0,0,0,0,0,0,Solutionizing with water quench,1200,0.5,Cold Rolling,20,20,0,,,1,550,150,Face‑centered cubic (fcc) [Classification: 1],,Ordered L12 [Classification: 1 for L12],3–10 nm (spherical morphology),,,,,,,,,,,,294 ± 09,,,,,,,,,,,
Stability of ordered L12 and B2 precipitates in face centered cubic based high entropy alloys - Al0.3CoFeCrNi and Al0.3CuFeCrNi2,S1 - Al0.3CuCrFeNi2 aged at 700°C,18.9,37.7,0,0,18.9,5.7,0,18.9,0,0,0,0,0,0,Solutionizing with water quench,1200,0.5,Cold Rolling,20,20,0,,,1,700,50,Face‑centered cubic (fcc),,Ordered L12 [Classification: 1 for L12],~70–100 nm (cuboidal morphology),,,,,,,,,,,,273 ± 11,,,,,,,,,,,
Stability of ordered L12 and B2 precipitates in face centered cubic based high entropy alloys - Al0.3CoFeCrNi and Al0.3CuFeCrNi2,S2 - Al0.3CoCrFeNi no aged,23.3,23.3,23.3,0,23.3,7,0,0,0,0,0,0,0,0,Solutionizing with water quench,1200,0.5,Cold Rolling,20,20,0,,,0,,,Face‑centered cubic (fcc) → Classification code: 1,100%,,,,,,,,,,,,,,152 ± 11,,,,,,,,,,,
Stability of ordered L12 and B2 precipitates in face centered cubic based high entropy alloys - Al0.3CoFeCrNi and Al0.3CuFeCrNi2,S2 - Al0.3CoCrFeNi aged at 550°C,23.3,23.3,23.3,0,23.3,7,0,0,0,0,0,0,0,0,Solutionizing with water quench,1200,0.5,Cold Rolling,20,20,0,,,1,550,150,Face‑centered cubic (fcc) → Classification code: 1,,L12 (ordered intermetallic) → Classification code: 1,~5 nm,,,,,,,,,,,,216 ± 07,,,,,,,,,,,
Stability of ordered L12 and B2 precipitates in face centered cubic based high entropy alloys - Al0.3CoFeCrNi and Al0.3CuFeCrNi2,S2 - Al0.3CoCrFeNi aged at 700°C,23.3,23.3,23.3,0,23.3,7,0,0,0,0,0,0,0,0,Solutionizing with water quench,1200,0.5,Cold Rolling,20,20,0,,,1,700,50,Face‑centered cubic (code 1),,B2 (ordered body‑centered cubic; code 3),"coarse and lath‑like (qualitative description; expected on the order of ~70–100 nm, not precisely reported)",sparsely precipitated,,,,,,,,,,,259 ± 02,,,,,,,,,,,
Thermal Stability of (CoCrFeNi)94Ti2Al4 alloy containing coherent nanoprecipitates at intermediate temperatures,(CoCrFeNi)₉₄ Ti₂ Al₄ - Original (1073K/8h),23.5,23.5,23.5,0,23.5,4,2,0,0,0,0,0,0,0,Yes,1473 K (≈1200 °C),4 h,Yes,20 °C,70,Yes,1273 K (≈1000 °C),4 h (240 min),1,1073 K (≈800 °C),8 h,Face‑centered cubic (FCC) (code 1),,L1₂ ordered,"12.4 ± 0.1 nm (after 1073 K, 8 h aging)",,,,,,,,,,,,,,,,,,,,,,,
Thermal Stability of (CoCrFeNi)94Ti2Al4 alloy containing coherent nanoprecipitates at intermediate temperatures,(CoCrFeNi)₉₄ Ti₂ Al₄ - Aged at 723 K for 168 h,23.5,23.5,23.5,0,23.5,4,2,0,0,0,0,0,0,0,Yes,1473 K (≈1200 °C),4 h,Yes,20 °C,70,Yes,1273 K (≈1000 °C),4 h (240 min),1,723 K (≈450 °C),168 h,Face‑centered cubic (FCC) (code 1),,L1₂ ordered,"12.8 ± 0.2 nm (after 723 K, 168 h aging)",,,,,,,,,,,,,,,,,,,,,,,
Thermal Stability of (CoCrFeNi)94Ti2Al4 alloy containing coherent nanoprecipitates at intermediate temperatures,(CoCrFeNi)₉₄ Ti₂ Al₄ - Aged at 923 K for 168 h,23.5,23.5,23.5,0,23.5,4,2,0,0,0,0,0,0,0,Yes,1473 K (≈1200 °C),4 h,Yes,20 °C,70,Yes,1273 K (≈1000 °C),4 h (240 min),1,923 K (≈650 °C),168 h,Face‑centered cubic (FCC) (code 1),,L1₂ ordered,"13.6 ± 0.2 nm (after 923 K, 168 h aging)",,L1₂ ordered (secondary precipitates),~3 nm,,,,,,,,,,,,,,,,,,,,
Towards stronger high-entropy alloy by nanoprecipitaiton-hardned ultra-fine nano-grains,Bulk Al0.5Cr0.9FeNi2.5V0.2 HEA,19.6,49,0,0,17.6,9.8,0,0,0,3.9,0,0,0,0,1 (Yes),1200 °C,24 hr,1 (Yes; via cryo-rolling),Approximately –196 °C (the sample was immersed in a liquid nitrogen bath before and after each pass),85% reduction in thickness,0,,,1,600 °C,1 hr,Face–centered cubic (FCC) (classified as 1),,L12 (Ordered Ni3Al–type; classified as 1),,,BCC (classified as 7),50,12,,,,2230,,2100,2800,10,3,,,,,,,,,,
Achieving high strength and large ductility in a Cr30Co30Ni30Al5Ti5,Cr30Co30Ni30Al5Ti5,0,30,30,0,30,5,5,0,0,0,0,0,0,0,Yes (complete material state),1100 °C,3 hr,Yes,"20 °C (cold rolling, assumed at room temperature)",85% thickness reduction,Yes,1100 °C,1.5 min,1,600 °C,2 hr,Face‐centered cubic (FCC) [Code 1],>~90%,L12 (ordered intermetallic) [Code 1],3.97 ± 1.49 nm (approximately 4 nm in diameter),6.57,"L12 (NiTiAl-rich, formed at high–energy grain boundaries via discontinuous precipitation) [Code 1]",,,"Body–centered cubic (BCC, decorating the grain boundaries; linked to Cr segregation) [Code 7]",,,1500,,1010,,,41,,,,,,,,,,
Co-free Al0.5CrNi1.5Fe2 multi-principal element alloy,Al0.5CrNi1.5Fe2 MPEA - As-cast,40,30,0,0,20,10,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,FCC,93.8,B2 (ordered),,Part of ~6.2% BCC region,A2 (disordered),,Balance of ~6.2% BCC region,,,,649.1 ± 9.3 MPa,,306.2 ± 5.6 MPa,,,24.7 ± 1.5%,,,,,,,,,,
Co-free Al0.5CrNi1.5Fe2 multi-principal element alloy,Al0.5CrNi1.5Fe2 MPEA - CR80,40,30,0,0,20,10,0,0,0,0,0,0,0,0,0,,,1,20,80,0,,,0,,,FCC,93.8,B2 (ordered),,Part of ~6.2% BCC region,A2 (disordered),,Balance of ~6.2% BCC region,,,,1593.6 ± 27.2 MPa,,1572.9 ± 15.6 MPa,,,2.2 ± 0.4%,,,,,,,,,,
Co-free Al0.5CrNi1.5Fe2 multi-principal element alloy,Al0.5CrNi1.5Fe2 MPEA - CA600,40,30,0,0,20,10,0,0,0,0,0,0,0,0,0,,,1,20,80,1,600,60,0,,,FCC,93.8,B2 (ordered),,Approximately part of ~6.2% BCC region,A2 (disordered),,Remaining fraction of ~6.2% BCC region,,,,1359.9 ± 13.8 MPa,,1290.7 ± 7.9 MPa,,,5.1 ± 0.6%,,,,,,,,,,
Co-free Al0.5CrNi1.5Fe2 multi-principal element alloy,Al0.5CrNi1.5Fe2 MPEA - CA800,40,30,0,0,20,10,0,0,0,0,0,0,0,0,0,,,1,20,80,1,800,60,0,,,FCC (heterogeneous),93.8,B2 (ordered),"* Recrystallized area: droplet-shaped, about 200 nm
* Unrecrystallized area: rod-shaped, 50-160 nm long, 30-60 nm wide",Part of ~6.2% BCC region,A2 (disordered),,Remaining fraction of ~6.2% BCC region,,,,1291.5 ± 8.6 MPa,,1035.2 ± 6.7 MPa,,,20.8 ± 1.1%,,,,,,,,,,
Coherent precipitation hardening effect and hetero-deformation,AlCrFeNi3,16.67,50,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,FCC,58,B2,,42,,,,,,,1045,,615,,,14.9,,,,,,,,,,
Effective strengthening and toughening in multi-principal elements alloy,Nb‐free (0Nb) alloy,32,28,0,0,25,10,5,0,0,0,0,0,0,0,Yes,1100,2 hr,0,,,0,,,1,1000,8 hr,Body‐Centered Cubic (BCC) (classification 2),30.9,B2 phase (ordered structure) (classification 4),2.594,,Face‐Centered Cubic (FCC) (classification 8),3.786,,,,,,,,,,,,873,750,16.9,,,,,,
Effective strengthening and toughening in multi-principal elements alloy,Nb‐containing (0.5Nb) alloy,31.75,27.75,0,0,25,10,5,0,0,0,0.5,0,0,0,Yes,1100,2 hr,0,,,0,,,1,1000,8 hr,Body‐Centered Cubic (BCC) (classification index 2),40.9,B2 (ordered phase) (classification index 3),2.846,,Face‐Centered Cubic (FCC) (classification index 8),3.676,,,,,,,,,,,,873 K (≈600 °C),over 920 MPa,34.1,,,,,,
Investigation on effect of L12 and B2 phases,Al0.3CoCrFeNi_A,23,23,23,,23,7,,,,,,,,,1,1150 °C,24 h,1,20 °C,90 %,1,1100 °C,5 min,0,,,1,≈100 %,,,,,,,,,,674,,263,,,44,,,,,,,,,,
Investigation on effect of L12 and B2 phases,Al0.3CoCrFeNi_B,23,23,23,,23,7,,,,,,,,,1,1150 °C,24 h,1,20 °C,90 %,1,750 °C,96 h,0,,,1,≈88.7 %,3,370 nm,,6,,,,,,967,,705,,,32,,,,,,,,,,
